"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2002,"Puget Sound Chinook","Chinook","-","-","-",460,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2003,"Puget Sound Chinook","Chinook","-","-","-",193,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2004,"Puget Sound Chinook","Chinook","-","-","-",700,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2005,"Puget Sound Chinook","Chinook","-","-","-",308,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2006,"Puget Sound Chinook","Chinook","-","-","-",1043,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2007,"Puget Sound Chinook","Chinook","-","-","-",282,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2008,"Puget Sound Chinook","Chinook","-","-","-",983,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",367,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",768,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",345,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",1826,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",1080,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",923,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",743,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",1502,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",1630,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Sauk River - spring Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",1603,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",1999,"Puget Sound Chinook","Chinook","-","-","-",3586,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2000,"Puget Sound Chinook","Chinook","-","-","-",13092,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2001,"Puget Sound Chinook","Chinook","-","-","-",10084,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2002,"Puget Sound Chinook","Chinook","-","-","-",13815,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2003,"Puget Sound Chinook","Chinook","-","-","-",7123,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2004,"Puget Sound Chinook","Chinook","-","-","-",20040,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2005,"Puget Sound Chinook","Chinook","-","-","-",16608,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2006,"Puget Sound Chinook","Chinook","-","-","-",16165,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2007,"Puget Sound Chinook","Chinook","-","-","-",9845,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2008,"Puget Sound Chinook","Chinook","-","-","-",8441,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",5290,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",6644,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",4480,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",9808,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",8801,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",8308,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",10705,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",15406,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",7792,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Upper Skagit River - summer Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",8602,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",1999,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",93,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:29","4c73f523-a633-48ad-9479-ad2ac5e4b07b",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2000,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",872,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:30","d7142a60-9d4d-4e78-83f1-a4e253c43a37",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2001,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",1455,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:30","255bbb13-3b9f-42f6-a902-95c804a513ff",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2002,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",452,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:31","d66fb445-74ab-4b94-9df0-8fedf3acd4b7",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2003,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",910,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:32","c2211e39-55af-4def-a395-55fbf37804b8",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2004,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",987,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:32","ed51b155-6f63-4fbe-96be-177b86532559",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2005,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",804,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:33","cf4dc19b-f68e-40fd-a030-86a208a6ddff",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2006,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",729,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:34","bc9f7fbd-72c9-43ac-a0ca-759669c1b8f2",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2007,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",801,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:34","f2ce72bf-a1cd-4bca-b1cc-cf22af0127a4",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2008,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",590,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:11","08c4f4e3-a9a5-48cd-acd6-65f398bcf122",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2009,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",264,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:12","4fb0fdc8-0a7e-4722-8d9f-01b40b131585",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2010,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",239,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:13","eebfb29f-89d0-427b-80b0-2f18ad5c5d3b",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2011,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",447,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:13","2fdefd35-2010-4e96-bfee-8e0fb3d0fa22",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2012,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",814,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:14","a5b5daf6-bb2c-43bc-98e4-48b1e2876ebf",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2013,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",797,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:14","93695628-b58f-41d8-b210-6f54d4f5f1cb",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2014,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",219,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:15","fa90fabf-dbd9-436f-b6b6-6e30c9b8b814",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2015,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",356,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:16","b7a4b7e0-eac6-496f-865d-91fd835fe1ee",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2016,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",643,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:16","f59c7a47-6eb9-417c-826a-3649d969dc02",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2017,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",690,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:17","3bc5c690-6392-4ebe-a184-9df9a7f78d3d",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2018,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",322,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:17","a66ba295-d89e-455b-b553-47d7074c29a1",NA
"Salmon, Chinook (Puget Sound ESU)","White River - spring Chinook salmon",2019,"Puget Sound Chinook","Chinook salmon","Spring","Central/South Sound","White River",342,"Coordinated_Assessments","TSAIJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/08/13 04:35:18","4b023785-563f-484e-8ee6-91af4f58b5d0",NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1992,"Snake River fall Chinook","Chinook","fall","-","-",549,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1993,"Snake River fall Chinook","Chinook","fall","-","-",742,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1994,"Snake River fall Chinook","Chinook","fall","-","-",406,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1995,"Snake River fall Chinook","Chinook","fall","-","-",350,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1996,"Snake River fall Chinook","Chinook","fall","-","-",639,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1997,"Snake River fall Chinook","Chinook","fall","-","-",796,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1998,"Snake River fall Chinook","Chinook","fall","-","-",306,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",1999,"Snake River fall Chinook","Chinook","fall","-","-",905,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2000,"Snake River fall Chinook","Chinook","fall","-","-",1148,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2001,"Snake River fall Chinook","Chinook","fall","-","-",5163,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2002,"Snake River fall Chinook","Chinook","fall","-","-",2116,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2003,"Snake River fall Chinook","Chinook","fall","-","-",5390,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2004,"Snake River fall Chinook","Chinook","fall","-","-",7217,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2005,"Snake River fall Chinook","Chinook","fall","-","-",5177,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2006,"Snake River fall Chinook","Chinook","fall","-","-",4665,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2007,"Snake River fall Chinook","Chinook","fall","-","-",3741,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2008,"Snake River fall Chinook","Chinook","fall","-","-",3930,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2009,"Snake River fall Chinook","Chinook","fall","-","-",4977,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2010,"Snake River fall Chinook","Chinook","fall","-","-",7988,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2011,"Snake River fall Chinook","Chinook","fall","-","-",8778,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2012,"Snake River fall Chinook","Chinook","fall","-","-",12786,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2013,"Snake River fall Chinook","Chinook","fall","-","-",20829,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2014,"Snake River fall Chinook","Chinook","fall","-","-",13035,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2015,"Snake River fall Chinook","Chinook","fall","-","-",15757,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2016,"Snake River fall Chinook","Chinook","fall","-","-",9687,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2017,"Snake River fall Chinook","Chinook","fall","-","-",6930,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2018,"Snake River fall Chinook","Chinook","fall","-","-",6140,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River fall-run ESU)","Snake River - fall Chinook salmon",2019,"Snake River fall Chinook","Chinook","fall","-","-",6558,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1992,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",305,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:39","83D6BEE3-E1E3-4736-88B2-98C50C9D60AF","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by sex ratio of carcasses adjusted for carcass recovery probability."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1993,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",245,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:39","83D6E635-E665-5391-1A46-34B92375BB7C","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by sex ratio of carcasses adjusted for carcass recovery probability."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1994,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",97,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:40","83D70DDB-FFEC-EAAF-D7A0-71352FEAD46F","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by 2.2 adults per redd (Meekin 1967) adjusted upwards for proportion of jacks in the run"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1995,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",27,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:40","83D7360F-0445-4376-0B6F-F1C4A98739D7","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by sex ratio of carcasses adjusted for carcass recovery probability."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1996,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",117,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2015/06/26 12:00:00","83D75DF9-C370-4C27-86D3-28018091D927","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by 2.2 adults per redd (Meekin 1967) adjusted upwards for proportion of jacks in the run"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1997,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",68,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:41","83D784AC-BA5E-31D7-F003-AC1EC52B9676","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by sex ratio of carcasses adjusted for carcass recovery probability."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1998,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",44,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:42","83D7ABA7-BC8A-CF8F-ACAF-8AEB9EB26D70","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by 2.2 adults per redd (Meekin 1967) adjusted upwards for proportion of jacks in the run"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",1999,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",4,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:43","83D7D2AD-96C7-8EFB-37A2-A90673AFAB47","Natural-Origin Spawners/Hatchery-Origin Spawners: Census redd counts expanded by sex ratio of carcasses adjusted for carcass recovery probability."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",2000,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",62,"Coordinated_Assessments","NOSAIJ",4,"Washington Department of Fish and Wildlife","WDFW","2015/06/26 12:00:00","83D7F54F-E1B2-B789-B290-0A0C68087071","Natural-Origin Spawners Hatchery-Origin Spawners: Census redd counts expanded by sex ratio at Tucannon hatchery trap."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",2001,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",614,"Coordinated_Assessments","NOSAIJ",4,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:44","83D8161D-9174-4075-6F39-1A2627494A83","Natural-Origin Spawners Hatchery-Origin Spawners: Census redd counts expanded by sex ratio at Tucannon hatchery trap."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",2002,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",224,"Coordinated_Assessments","NOSAIJ",4,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:44","83D83F3F-F850-5465-AC5C-5382973F659D","Natural-Origin Spawners Hatchery-Origin Spawners: Census redd counts expanded by sex ratio at Tucannon hatchery trap."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",2003,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",244,"Coordinated_Assessments","NOSAIJ",4,"Washington Department of Fish and Wildlife","WDFW","2020/01/10 02:26:45","83D8664A-9AE3-5D1D-DDA9-EC01AE324931","Natural-Origin Spawners Hatchery-Origin Spawners: Census redd counts expanded by sex ratio at Tucannon hatchery trap."
"Salmon, Chinook (Snake River spring/summer-run ESU)","Tucannon River - spring Chinook salmon",2004,"Snake River spring and summer Chinook","Chinook salmon","Spring","Lower Snake","Tucannon River",286,"Coordinated_Assessments","NOSAIJ",4,"Washington Department of Fish and Wildlife","WDFW","2015/06/26 12:00:00","83D88DA9-9A54-CAAE-E7A0-F5AC32DC303B","Natural-Origin Spawners Hatchery-Origin Spawners: Census redd counts expanded by sex ratio at Tucannon hatchery trap."
