"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",76,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",83,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",212,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",46,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",21,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",65,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",135,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",149,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",127,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2019,"Puget Sound Chinook","Chinook","-","-","-",173,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",14,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",33,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",26,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",141,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",105,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",96,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",165,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",85,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",70,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",95,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Elwha River - fall Chinook salmon",2019,"Puget Sound Chinook","Chinook","-","-","-",212,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2003,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",1228,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:41","3F5134F4-C0BE-475E-A039-50782EEC55C2",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2004,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",2555,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:35","C0580727-B374-4475-9986-86327F6192B2",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2005,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",1108,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:36","D69C9A56-D9DA-41AE-B045-5FC708CEB73A",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2006,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",2586,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:38","5C135C89-FE3D-4FD1-B427-32600BC22E67",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2007,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",1762,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:41","1FBDEE94-8AF4-47AD-940F-DF6F088DE2A0",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2008,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",3792,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:42","14647A65-3B08-423B-BB1B-508C35357D66",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2009,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",165,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:42","CFFDDF4B-B47E-4316-AF09-8A89376CE766",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2010,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",859,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:36","BF2CAA25-2708-49CF-B881-893E1D091A35",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2011,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",459,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:36","A5E9FC71-5D6B-42D0-82EB-4AC49A143661",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2012,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",1638,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:36","E53F1B70-53B4-472B-831F-C111EDDAB3E9",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2013,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",524,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:37","F00E0B0A-3DC1-473C-BF6B-33418B449325",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2014,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",756,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:37","EC994DA2-3130-4229-9345-8EF0C87F9300",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2015,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",864,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:37","53A6C593-62A6-480E-81FB-56651B48DEAD",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2016,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",2566,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:37","8D16869C-B6EB-4552-98BB-A48FD6C28AF1",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2017,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",2047,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:38","F55BE167-C2C9-4D46-BA48-DCD7F1B1BE1C",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2018,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",2206,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:38","DD3FE527-8406-402F-A548-397BED35CCE5",NA
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2019,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Green River",1344,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/21 08:19:42","28C19D4A-B65A-4784-9FF0-D90516E8075C",NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2000,"Puget Sound Chinook","Chinook","-","-","-",576,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2001,"Puget Sound Chinook","Chinook","-","-","-",1103,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2002,"Puget Sound Chinook","Chinook","-","-","-",910,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2003,"Puget Sound Chinook","Chinook","-","-","-",1493,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2004,"Puget Sound Chinook","Chinook","-","-","-",443,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2005,"Puget Sound Chinook","Chinook","-","-","-",875,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2006,"Puget Sound Chinook","Chinook","-","-","-",1095,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2007,"Puget Sound Chinook","Chinook","-","-","-",383,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2008,"Puget Sound Chinook","Chinook","-","-","-",538,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",250,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",356,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",210,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",715,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",530,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",364,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",406,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",1044,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",1001,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Sauk River - summer Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",378,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",1999,"Puget Sound Chinook","Chinook","-","-","-",1043,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2000,"Puget Sound Chinook","Chinook","-","-","-",3262,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2001,"Puget Sound Chinook","Chinook","-","-","-",2606,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2002,"Puget Sound Chinook","Chinook","-","-","-",4866,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2003,"Puget Sound Chinook","Chinook","-","-","-",1161,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2004,"Puget Sound Chinook","Chinook","-","-","-",3070,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2005,"Puget Sound Chinook","Chinook","-","-","-",3320,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2006,"Puget Sound Chinook","Chinook","-","-","-",3508,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2007,"Puget Sound Chinook","Chinook","-","-","-",1053,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2008,"Puget Sound Chinook","Chinook","-","-","-",2685,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",1439,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",1017,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2011,"Puget Sound Chinook","Chinook","-","-","-",820,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2012,"Puget Sound Chinook","Chinook","-","-","-",3295,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2013,"Puget Sound Chinook","Chinook","-","-","-",1551,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2014,"Puget Sound Chinook","Chinook","-","-","-",1785,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2015,"Puget Sound Chinook","Chinook","-","-","-",2203,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2016,"Puget Sound Chinook","Chinook","-","-","-",2840,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2017,"Puget Sound Chinook","Chinook","-","-","-",3786,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Lower Skagit River - fall Chinook salmon",2018,"Puget Sound Chinook","Chinook","-","-","-",1923,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2004,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",269,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:08","07B7C8DE-C791-472D-BE8F-F7EA13F73557",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2005,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",936,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:09","9BFBC9DB-50AD-481D-99C1-2ACC75C5DF73",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2006,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",222,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:09","AB8DED49-C7DA-4A36-9CEF-DF971D5B4595",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2007,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",741,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:12","55D9EC32-8188-47AC-A7C1-318E2635B430",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2008,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",1368,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:12","21061014-E094-4772-B2E5-A42477CFB07A",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2009,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",185,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:13","1A9C56FE-9880-4D97-94D1-2145C806AF6F",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2010,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",481,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:14","FAED97AF-2914-4620-B9CC-DE68B45E799D",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2011,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",302,"Coordinated_Assessments","NOSAIJ",2,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:11:57","15866928-FE85-4401-9290-F15A8454485A",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2012,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",617,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:11:58","65DAA283-D947-48AA-83FD-17D437DEB88F",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2013,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",738,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:11:59","C3653C46-A0A9-463C-822C-8915CFA1BFF6",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2014,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",528,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:11:59","22BFC147-7CA5-44AB-A1AC-97197EC015E5",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2015,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",715,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:00","BC6CB180-B887-42E8-8F81-B6F8F1B20CFB",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2016,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",796,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:01","AF952205-B165-4A4B-8D9D-90C9499B4060",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2017,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",1454,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:01","D45533A5-BEED-4661-9F3B-5C7842696AED",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2018,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",428,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:02","1697EE24-AACE-493D-A3BB-0A341AEBE0C0",NA
"Salmon, Chinook (Puget Sound ESU)","Nisqually River - fall Chinook salmon",2019,"Puget Sound Chinook","Chinook salmon","Fall","Central/South Sound","Nisqually River",436,"Coordinated_Assessments","NOSAIJ",3,"Washington Department of Fish and Wildlife","WDFW","2020/08/28 12:12:02","8A13BD24-5494-431D-A039-9C39CC962FDC",NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",1999,"Puget Sound Chinook","Chinook","-","-","-",85,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2000,"Puget Sound Chinook","Chinook","-","-","-",160,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2001,"Puget Sound Chinook","Chinook","-","-","-",264,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2002,"Puget Sound Chinook","Chinook","-","-","-",224,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2003,"Puget Sound Chinook","Chinook","-","-","-",210,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2004,"Puget Sound Chinook","Chinook","-","-","-",314,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2005,"Puget Sound Chinook","Chinook","-","-","-",210,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2006,"Puget Sound Chinook","Chinook","-","-","-",275,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2007,"Puget Sound Chinook","Chinook","-","-","-",334,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2008,"Puget Sound Chinook","Chinook","-","-","-",307,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2009,"Puget Sound Chinook","Chinook","-","-","-",269,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2010,"Puget Sound Chinook","Chinook","-","-","-",204,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
