ESU_DPS,COMMON_POPULATION_NAME,OBJECTID_POPTable,WCR_POP_ID,TRT_POP_ID,NWFSC_POP_ID,POPULATION,TYPE,STATUS,RUN_TIMING,MIDLEVEL_GROUP,OBJECTID_DPSTable,Common species,DPS_ID,FRN,LISTING_DESCRIPTION,LISTING_STATUS,SPECIES,TRT
"Salmon, Chinook (Puget Sound ESU)",Lower Skagit River - fall Chinook salmon,39,CKPUGfaLSK,3,40,Lower Skagit River,Independent,Extant,fall,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Mid Hood Canal - fall Chinook salmon,40,CKPUGfaMHC,20,42,Mid-Hood Canal,Independent,Extant,fall,Hood Canal,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Nisqually River - fall Chinook salmon,41,CKPUGfaNSQ,18,43,Nisqually River,Independent,Extant,fall,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon,42,CKPUGspNSK,1,41,North Fork Nooksack River,Independent,Extant,spring,Strait of Georgia,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",North Fork Stillaguamish River - summer Chinook salmon,43,CKPUGsuNSG,9,44,North Fork Stillaguamish River,Independent,Extant,summer,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Puyallup River - fall Chinook salmon,44,CKPUGfaPUY,17,45,Puyallup River,Independent,Extant,fall,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Sammamish River - fall Chinook salmon,45,CKPUGfaSAM,13,46,Sammamish River,Independent,Extant,fall,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Skokomish River - fall Chinook salmon,46,CKPUGfaSKO,19,47,Skokomish River,Independent,Extant,fall,Hood Canal,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Skykomish River - summer Chinook salmon,47,CKPUGsuSKY,11,48,Skykomish River,Independent,Extant,summer,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Snoqualmie River - fall Chinook salmon,48,CKPUGfaSNQ,12,49,Snoqualmie River,Independent,Extant,fall,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",South Fork Nooksack River - spring Chinook salmon,49,CKPUGspSFN,2,50,South Fork Nooksack River,Independent,Extant,spring,Strait of Georgia,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",South Fork Stillaguamish River - fall Chinook salmon,50,CKPUGfaSMS,10,51,South Fork Stillaguamish River,Independent,Extant,fall,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Suiattle River - spring Chinook salmon,51,CKPUGspSUI,8,52,Suiattle River,Independent,Extant,spring,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Upper Sauk River - spring Chinook salmon,52,CKPUGspUSA,7,53,Upper Sauk River,Independent,Extant,spring,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Upper Skagit River - summer Chinook salmon,53,CKPUGsuUSK,4,54,Upper Skagit River,Independent,Extant,summer,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",White River - spring Chinook salmon,54,CKPUGspWHT,16,55,White River,Independent,Extant,spring,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Snake River fall-run ESU)",Snake River - fall Chinook salmon,,,,,,,,,,,,,,,,,
"Salmon, Chinook (Snake River spring/summer-run ESU)",Asotin Creek - spring Chinook salmon,,CKSRSspASO,,57,Asotin Creek,Independent,Functionally Extirpated,spring,Lower Snake,,Chinook salmon,CKSRS,"80 FR 20802, Apr 14, 2014","Naturally spawned spring/summer-run Chinook salmon originating from the mainstem Snake River and the Tucannon River, Grande Ronde River, Imnaha River, and Salmon River subbasins. Also, spring/summer-run Chinook salmon from 11 artificial propagation programs: the Tucannon River Program; Lostine River Program; Catherine Creek Program; Lookingglass Hatchery Program; Upper Grande Ronde Program; Imnaha River Program; Big Sheep Creek Program; McCall Hatchery Program; Johnson Creek Artificial Propagation Enhancement Program; Pahsimeroi Hatchery Program; and the Sawtooth Hatchery Program.",Threatened,Oncorhynchus tshawytscha,Interior Columbia Technical Recovery Team
"Salmon, Chinook (Snake River spring/summer-run ESU)",Tucannon River - spring Chinook salmon,346,CKSRSspTUC,SNTUC,93,Tucannon River,Independent,Extant,spring,Lower Snake,7,Chinook salmon,CKSRS,"79 FR 20802, Apr 14, 2014","Naturally spawned spring/summer-run Chinook salmon originating from the mainstem Snake River and the Tucannon River, Grande Ronde River, Imnaha River, and Salmon River subbasins. Also, spring/summer-run Chinook salmon from 11 artificial propagation programs: the Tucannon River Program; Lostine River Program; Catherine Creek Program; Lookingglass Hatchery Program; Upper Grande Ronde Program; Imnaha River Program; Big Sheep Creek Program; McCall Hatchery Program; Johnson Creek Artificial Propagation Enhancement Program; Pahsimeroi Hatchery Program; and the Sawtooth Hatchery Program.",Threatened,Oncorhynchus tshawytscha,Interior Columbia Technical Recovery Team
"Salmon, Chinook (Upper Columbia River spring-run ESU)",Entiat River - spring Chinook salmon,175,CKUCSspENT,UCENT,100,Entiat River,Independent,Extant,spring,North Cascades,27,Chinook salmon,CKUCS,"79 FR 20802, Apr 14, 2014","Naturally spawned spring-run Chinook salmon originating from Columbia River tributaries upstream of the Rock Island Dam and downstream of Chief Joseph Dam (excluding the Okanogan River subbasin). Also, spring-run Chinook salmon from six artificial propagation programs: the Twisp River Program; Chewuch River Program; Methow Program; Winthrop National Fish Hatchery Program; Chiwawa River Program; and the White River Program.",Endangered,Oncorhynchus tshawytscha,Interior Columbia Technical Recovery Team
"Salmon, Chinook (Upper Columbia River spring-run ESU)",Methow River - spring Chinook salmon,176,CKUCSspMET,UCMET,101,Methow River,Independent,Extant,spring,North Cascades,27,Chinook salmon,CKUCS,"79 FR 20802, Apr 14, 2014","Naturally spawned spring-run Chinook salmon originating from Columbia River tributaries upstream of the Rock Island Dam and downstream of Chief Joseph Dam (excluding the Okanogan River subbasin). Also, spring-run Chinook salmon from six artificial propagation programs: the Twisp River Program; Chewuch River Program; Methow Program; Winthrop National Fish Hatchery Program; Chiwawa River Program; and the White River Program.",Endangered,Oncorhynchus tshawytscha,Interior Columbia Technical Recovery Team
"Salmon, Chinook (Upper Columbia River spring-run ESU)",Wenatchee River - spring Chinook salmon,177,CKUCSspWEN,UCWEN,102,Wenatchee River,Independent,Extant,spring,North Cascades,27,Chinook salmon,CKUCS,"79 FR 20802, Apr 14, 2014","Naturally spawned spring-run Chinook salmon originating from Columbia River tributaries upstream of the Rock Island Dam and downstream of Chief Joseph Dam (excluding the Okanogan River subbasin). Also, spring-run Chinook salmon from six artificial propagation programs: the Twisp River Program; Chewuch River Program; Methow Program; Winthrop National Fish Hatchery Program; Chiwawa River Program; and the White River Program.",Endangered,Oncorhynchus tshawytscha,Interior Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Cowlitz River - fall Chum salmon,68,CMCOLfaCWZ,,113,Cowlitz River,Independent,Extant,fall,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Cowlitz River - summer Chum salmon,69,CMCOLsuCWZ,,338,Cowlitz River,Independent,Extant,summer,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Elochoman River - fall Chum salmon,70,CMCOLfaELO,,114,Elochoman River,Independent,Extant,fall,Coast,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Grays and Chinook Rivers - fall Chum salmon,71,CMCOLfaGRC,,115,Grays and Chinook Rivers,Independent,Extant,fall,Coast,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Kalama River - fall Chum salmon,72,CMCOLfaKAL,,116,Kalama River,Independent,Extant,fall,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Lewis River - fall Chum salmon,73,CMCOLfaLEW,,117,Lewis River,Independent,Extant,fall,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Lower Gorge Tributaries - fall Chum salmon,74,CMCOLfaLGT,,118,Lower Gorge Tributaries,Independent,Extant,fall,Gorge,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chum salmon",75,CMCOLfaMIL,,119,"Mill, Abernathy, and Germany Creeks",Independent,Extant,fall,Coast,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Salmon Creek - fall Chum salmon,76,CMCOLfaSAL,,120,Salmon Creek,Independent,Extant,fall,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
