"ESU_DPS","ESU_DPS_COMMONNAME","MAJORPOPGROUP","COMMONPOPNAME2","COMMONNAME","RUN","WATERBODY","SPAWNINGYEAR","final_abundance","final_abundance_data_type","METHODNUMBER"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2010,204,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2011,99,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2012,281,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2013,100,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2014,91,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2015,401,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River",2016,187,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2008,646,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2009,416,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2010,296,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2011,503,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2012,819,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2013,561,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2014,135,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2015,389,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2016,606,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2017,491,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2018,187,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2019,175,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2020,304,"NOSAIJ",3
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",1999,382,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2000,220,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2001,105,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2002,1370,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2003,860,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2004,748,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2005,433,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2006,492,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2007,419,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2008,292,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2009,193,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2010,312,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2011,174,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2012,210,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2013,253,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2014,206,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2015,122,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2016,232,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2017,798,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2018,161,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2019,260,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2020,58,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,1999,1401,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2000,1775,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2001,3054,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2006,4642,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2007,1510,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2008,4780,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2009,1146,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2010,1836,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2011,876,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2012,2462,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2013,1860,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2014,1654,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2015,1585,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2016,2363,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2017,2783,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2018,2259,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2019,569,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall",NA,2020,1975,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,1999,1040,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2000,1248,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2001,3284,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2005,968,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2006,2161,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2007,1174,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2008,2190,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2009,649,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2010,1585,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2011,477,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2012,891,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2013,770,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2014,698,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2015,694,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2016,1013,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2017,1409,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2018,823,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2019,443,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall",NA,2020,804,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",1999,32,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2000,111,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2001,159,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2002,135,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2003,69,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2004,29,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2005,19,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2006,61,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2007,26,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2008,80,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2009,45,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2010,21,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2011,90,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2012,116,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2013,10,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2014,22,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2015,7,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","South Fork Nooksack River",2016,323,"NOSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,1999,126,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2000,226,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2001,259,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2002,306,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2003,80,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2004,159,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2005,47,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2006,128,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2007,14,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2008,129,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2009,19,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2010,8,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2011,57,"NOSAEJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2012,115,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2013,59,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2014,5,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2015,93,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2016,96,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2017,57,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2018,12,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2019,20,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","South Fork Stillaguamish River - fall Chinook salmon","Chinook salmon","Fall",NA,2020,29,"NOSAEJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,1999,208,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2000,360,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2001,688,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2002,265,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2003,353,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2004,495,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2005,518,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2006,375,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2007,108,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2008,203,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2009,273,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2010,263,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2011,215,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2012,460,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2013,620,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2014,460,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2015,478,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2016,648,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2017,898,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Suiattle River - spring Chinook salmon","Chinook salmon","Spring",NA,2018,645,"TSAIJ",1
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Upper Sauk River - spring Chinook salmon","Chinook salmon","Spring",NA,1999,180,"TSAIJ",2
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Upper Sauk River - spring Chinook salmon","Chinook salmon","Spring",NA,2000,388,"TSAIJ",2
